,title,seasons,start_year,imdb_rating,viewer_maturity,genre,content_advisory,network,episodes,avg_episode_runtime
0,HOMECOMING,2,2018,7.5,Young Adults,"['SUSPENSE', 'MILITARY AND WAR', 'DRAMA']","['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,18,30.833333333333332
0,BANG BAAJA BAARAAT,1,2015,8.0,Adults,"['DRAMA', 'INTERNATIONAL']","['foul language', 'drug use', 'sexual content', 'violence']",NA,1,86.0
0,SKULLS & ROSES,1,2019,4.2,Adults,"['ACTION', 'ROMANCE', 'UNSCRIPTED']","['drug use', 'strong foul language', 'strong sexuality', 'moderate nudity', 'moderate violence']",AMAZON STUDIOS,11,56.90909090909091
0,MANIFEST,2,2019,-1.0,Young Adults,['DRAMA'],"['moderate foul language', 'moderate drug use', 'sexual content', 'moderate violence']",WB,29,42.793103448275865
0,THE PURGE,2,2018,-1.0,Adults,"['SUSPENSE', 'HORROR', 'DRAMA']","['foul language', 'drug use', 'sexual content', 'violence']",NBCUNIVERSAL,21,41.333333333333336
0,EL JUEGO DE LAS LLAVES,1,2019,-1.0,Adults,[],"['drug use', 'foul language', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,10,31.0
0,ONE TREE HILL,9,2004,-1.0,Young Adults,['DRAMA'],"['drug use', 'foul language', 'sexual content', 'violence']",NA,188,42.148936170212764
0,MID WICKET TALES WITH NASEERUDDIN SHAH,1,2016,-1.0,Teens,[],['violence'],IN10 MEDIA PVT. LTD.,26,39.76923076923077
0,BATES MOTEL,5,2013,-1.0,Young Adults,"['HORROR', 'DRAMA', 'SUSPENSE']","['foul language', 'drug use', 'sexual content', 'violence']",NBCUNIVERSAL,50,43.3
0,JAMES MAY: OUR MAN IN JAPAN,1,2020,8.4,Adults,['DOCUMENTARY'],"['drug use', 'foul language', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,6,49.5
0,CALIFORNICATION,7,2007,8.3,Adults,['COMEDY'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",VOOT,84,27.61904761904762
0,THE LAST NARC,1,2020,8.7,Young Adults,['UNSCRIPTED'],"['drug use', 'foul language', 'sexual content', 'violence']",AMAZON STUDIOS,4,46.25
0,FORENSIC FILES,20,1998,-1.0,Young Adults,['DOCUMENTARY'],"['foul language', 'drug use', 'sexual content', 'violence']",FILMRISE,368,22.03804347826087
0,LETHAL WEAPON,3,2017,7.9,Young Adults,"['ACTION', 'DRAMA']","['drug use', 'foul language', 'sexual content', 'violence']",WB,55,43.836363636363636
0,TALES FROM THE LOOP,1,2020,7.5,Adults,['SCIENCE FICTION'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,8,53.625
0,PLANET EARTH II,1,2016,-1.0,Teens,['DOCUMENTARY'],NA,BBC 1,6,58.333333333333336
0,LIFE,2,2007,8.3,Teens,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'violence']",NA,32,42.9375
0,VELLA RAJA (TAMIL),1,2018,-1.0,Adults,"['ACTION', 'INTERNATIONAL']","['foul language', 'drug use', 'sexual content', 'violence']",DREAM WARRIOR,10,23.8
0,THE HANDMAID'S TALE (SERIES),3,2017,8.4,Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",MGM,36,51.69444444444444
0,THE MAGICIANS,2,2016,-1.0,Young Adults,"['DRAMA', 'FANTASY', 'SUSPENSE']","['strong foul language', 'moderate drug use', 'strong sexuality', 'mild nudity', 'strong violence']",NBCUNIVERSAL,26,43.65384615384615
0,GRIMM,6,2012,-1.0,Young Adults,"['ACTION', 'ADVENTURE', 'DRAMA']","['foul language', 'drug use', 'sexual content', 'violence']",NBCUNIVERSAL,123,42.97560975609756
0,HEROES,4,2007,-1.0,Young Adults,"['SCIENCE FICTION', 'ACTION', 'DRAMA']","['foul language', 'drug use', 'sexual content', 'violence']",NBC UNIVERSAL,78,43.15384615384615
0,THE MINDY PROJECT,6,2013,7.4,Young Adults,"['COMEDY', 'ROMANCE']","['drug use', 'foul language', 'sexual content', 'violence']",NBCUNIVERSAL,117,22.632478632478634
0,CAROLINA MARÍN,1,2020,-1.0,Teens,"['SPORTS', 'SPECIAL INTEREST', 'DOCUMENTARY']","['foul language', 'drug use', 'violence']",BUENDÍA ESTUDIOS,4,33.5
0,CITIZEN KHAN,5,2012,-1.0,Older Kids,['COMEDY'],"['foul language', 'sexual content']",BBC1,34,28.147058823529413
0,GANGSTARS (TELUGU),1,2018,-1.0,Teens,"['SUSPENSE', 'DRAMA', 'INTERNATIONAL']","['foul language', 'drug use', 'sexual content', 'violence']",SILLY MONKS ENTERTAINMENT & EARLY MONSOON TALES,13,24.53846153846154
0,I LOVE DICK,1,2017,6.3,Adults,['COMEDY'],"['drug use', 'foul language', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,8,25.875
0,AMERICAN GODS - INTERNATIONAL RELEASE,3,2017,7.8,Adults,['DRAMA'],"['drug use', 'foul language', 'sexual content', 'nudity', 'violence']",FREMANTLE,18,55.333333333333336
0,CHUCK,5,2008,-1.0,Young Adults,['COMEDY'],"['foul language', 'drug use', 'sexual content', 'violence']",NA,91,42.94505494505494
0,SIYAASAT,1,2015,-1.0,Teens,[],['violence'],IN10 MEDIA PVT. LTD.,42,44.95238095238095
0,GOLIATH,3,2016,8.2,Adults,['DRAMA'],"['strong foul language', 'moderate drug use', 'strong sexuality', 'nudity', 'moderate violence']",AMAZON STUDIOS,24,52.708333333333336
0,COVERT AFFAIRS,5,2010,-1.0,Teens,"['ACTION', 'DRAMA']","['drug use', 'foul language', 'sexual content', 'violence']",NBCUNIVERSAL,75,43.13333333333333
0,CASUAL,4,2015,-1.0,Adults,['COMEDY'],"['foul language', 'drug use', 'sexual content', 'violence']","LIONSGATE ENTERTAINMENT, INC.",44,29.045454545454547
0,MALGUDI DAYS SWAMI & FRIENDS 1,4,1987,-1.0,Older Kids,['INTERNATIONAL'],"['foul language', 'drug use', 'mild nudity', 'violence']",ULTRA MEDIA & ENTERTAINMENT PVT. LTD.,54,22.40740740740741
0,THE BAKER AND THE BEAUTY,2,2014,-1.0,Teens,"['INTERNATIONAL', 'ROMANCE', 'DRAMA']","['moderate foul language', 'moderate drug use', 'mild sexuality', 'nudity', 'violence']",NA,20,36.75
0,THE LOST WORLD,3,2000,-1.0,Teens,[],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",MULTICOM ENTERTAINMENT GROUP (MEG),66,43.666666666666664
0,EL CANDIDATO,1,2020,7.6,Adults,['ACTION'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,10,53.1
0,LIFE IS A BEACH,3,2014,-1.0,Teens,[],['moderate drug use'],GOODTIMES,33,22.90909090909091
0,HARMONY WITH A R RAHMAN,1,2018,-1.0,Kids,"['UNSCRIPTED', 'INTERNATIONAL', 'MUSIC VIDEOS AND CONCERTS', 'DOCUMENTARY']",NA,KAVITHALAYAA PRODUCTIONS,6,39.666666666666664
0,JAMES MAY: OH COOK,1,2020,7.8,Teens,['UNSCRIPTED'],['drug use'],NA,7,29.285714285714285
0,PSYCH,8,2007,-1.0,Teens,['COMEDY'],"['foul language', 'drug use', 'sexual content', 'violence']",NBCUNIVERSAL,122,43.34426229508197
0,CHUCK,5,2008,-1.0,Young Adults,['COMEDY'],"['foul language', 'drug use', 'sexual content', 'violence']",NA,91,42.94505494505494
0,THE FRESH PRINCE OF BEL-AIR,6,1991,-1.0,Teens,['COMEDY'],"['mild foul language', 'moderate drug use', 'sexual content', 'mild violence']",NA,148,22.91216216216216
0,FAUJI - HINDI,1,1989,-1.0,Young Adults,[],"['foul language', 'drug use', 'violence']",MADHU ENTERTAINMENT & MEDIA LTD,13,22.923076923076923
0,ABSENTIA,3,2018,7.3,Young Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,30,42.56666666666667
0,BOSCH,6,2015,8.4,Adults,['DRAMA'],"['moderate drug use', 'strong foul language', 'moderate sexuality', 'nudity', 'moderate violence']",AMAZON STUDIOS,60,46.21666666666667
0,LETHAL WEAPON,3,2017,7.9,Young Adults,"['ACTION', 'DRAMA']","['drug use', 'foul language', 'sexual content', 'violence']",WB,55,43.836363636363636
0,NCIS,18,2004,7.7,Young Adults,"['ACTION', 'DRAMA']","['foul language', 'drug use', 'sexual content', 'violence']",CBS,402,43.12686567164179
0,12 MONKEYS,3,2015,7.7,Not rated,"['ACTION', 'SCIENCE FICTION', 'DRAMA']",NA,NA,36,43.138888888888886
0,THE AFFAIR,5,2014,-1.0,Adults,['DRAMA'],"['strong foul language', 'strong drug use', 'strong sexuality', 'strong nudity', 'moderate violence']",VOOT,53,57.867924528301884
0,PENNY DREADFUL,3,2014,8.2,Adults,"['DRAMA', 'HORROR']","['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",NA,27,54.148148148148145
0,UNDONE,1,2019,8.2,Young Adults,"['DRAMA', 'ANIMATION']","['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,8,22.875
0,DOCTOR WHO,13,2005,-1.0,Kids,"['SCIENCE FICTION', 'YOUNG ADULT AUDIENCE']","['foul language', 'drug use', 'violence']",BBC1,154,47.48701298701299
0,FAMOUS IN LOVE,2,2017,6.9,Young Adults,"['ROMANCE', 'DRAMA']","['foul language', 'drug use', 'sexual content', 'violence']",NA,20,41.6
0,FORENSIC FILES,20,1998,-1.0,Young Adults,['DOCUMENTARY'],"['foul language', 'drug use', 'sexual content', 'violence']",FILMRISE,368,22.03804347826087
0,SHAMELESS,11,2011,8.6,Adults,"['COMEDY', 'DRAMA']","['drug use', 'foul language', 'sexual content', 'nudity', 'violence']",WB,126,54.06349206349206
0,THE GOOD WIFE,7,2010,8.3,Young Adults,['DRAMA'],"['moderate foul language', 'moderate drug use', 'sexual content', 'violence']",NA,156,43.56410256410256
0,A GURLS WURLD,1,2011,-1.0,Older Kids,['YOUNG ADULT AUDIENCE'],['foul language'],SOUTHERN STAR ENTERTAINMENT,26,24.0
0,CALIFORNICATION,7,2007,8.3,Adults,['COMEDY'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",VOOT,84,27.61904761904762
0,VINLAND SAGA,1,2019,-1.0,Adults,['ANIME'],"['moderate foul language', 'drug use', 'nudity', 'strong violence']","VINLAND SAGA PROJECT (TWIN ENGINE INC. , PRODUCTION I.G., INC. , WIT STUDIO,INC. , KODANSHA )",24,25.166666666666668
0,JOHNNY BRAVO,4,1998,7.2,Older Kids,['ANIMATION'],NA,NA,132,8.742424242424242
0,STATION 19,4,2018,6.6,Young Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'violence']",ABC STUDIOS,48,42.75
0,THE TICK,2,2018,7.4,Young Adults,"['COMEDY', 'ACTION']","['moderate foul language', 'drug use', 'sexual content', 'nudity', 'strong violence']",AMAZON STUDIOS,22,26.181818181818183
0,DOWNTON ABBEY,6,2011,8.7,Teens,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'violence']",NA,57,54.175438596491226
0,THE PURGE,2,2018,-1.0,Adults,"['SUSPENSE', 'HORROR', 'DRAMA']","['foul language', 'drug use', 'sexual content', 'violence']",NBCUNIVERSAL,21,41.333333333333336
0,FRINGE,5,2009,8.4,Young Adults,"['SCIENCE FICTION', 'DRAMA']","['moderate foul language', 'moderate drug use', 'mild sexuality', 'moderate violence']",WB,100,45.27
0,COVERT AFFAIRS,5,2010,-1.0,Teens,"['DRAMA', 'ACTION']","['drug use', 'foul language', 'sexual content', 'violence']",NBCUNIVERSAL,75,43.13333333333333
0,NIKITA,4,2011,-1.0,Adults,"['DRAMA', 'ACTION']","['moderate drug use', 'moderate foul language', 'moderate sexuality', 'moderate violence']",NA,73,41.9041095890411
0,ONE TREE HILL,9,2004,-1.0,Young Adults,['DRAMA'],"['drug use', 'foul language', 'sexual content', 'violence']",NA,188,42.148936170212764
0,DEXTER,8,2006,8.6,Adults,['DRAMA'],"['strong foul language', 'moderate drug use', 'mild sexuality', 'nudity', 'severe violence']",NA,96,53.1875
0,STARTUP,3,2016,8.0,Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'violence']",CRACKLE.COM,30,44.266666666666666
0,CLAWS,3,2017,7.4,Adults,"['COMEDY', 'ACTION', 'DRAMA']","['strong drug use', 'strong foul language', 'strong sexuality', 'strong nudity', 'severe violence']",TNT,30,46.5
0,THE MAN IN THE HIGH CASTLE,4,2015,8.0,Adults,"['DRAMA', 'SUSPENSE']","['strong foul language', 'moderate drug use', 'sexual content', 'mild nudity', 'strong violence']",AMAZON STUDIOS,41,53.97560975609756
0,GANGSTARS (HINDI),1,2018,-1.0,Young Adults,"['DRAMA', 'INTERNATIONAL']","['foul language', 'drug use', 'violence']",SILLY MONKS ENTERTAINMENT & EARLY MONSOON TALES,13,24.53846153846154
0,PATRIOT,2,2017,8.3,Adults,"['DRAMA', 'SUSPENSE']","['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,18,47.0
0,PLANET EARTH : SET 01,1,2006,-1.0,Teens,['DOCUMENTARY'],"['foul language', 'sexual content', 'violence']",BBC1,5,48.8
0,THE MINDY PROJECT,6,2013,7.4,Young Adults,"['ROMANCE', 'COMEDY']","['drug use', 'foul language', 'sexual content', 'violence']",NBCUNIVERSAL,117,22.632478632478634
0,CSI: CRIME SCENE INVESTIGATION,4,2001,-1.0,Young Adults,['DOCUMENTARY'],"['foul language', 'drug use', 'sexual content', 'violence']",CBS,92,43.91304347826087
0,HOMECOMING,2,2018,7.5,Young Adults,"['SUSPENSE', 'DRAMA']","['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,18,30.833333333333332
0,LIFE IS A BEACH,3,2014,-1.0,Teens,[],['moderate drug use'],GOODTIMES,33,22.90909090909091
0,REIGN,4,2014,-1.0,Young Adults,['DRAMA'],"['moderate foul language', 'moderate drug use', 'strong sexuality', 'nudity', 'strong violence']",NA,78,41.65384615384615
0,ELEMENTARY,7,2013,7.9,Young Adults,"['SUSPENSE', 'DRAMA']","['moderate foul language', 'moderate drug use', 'moderate sexuality', 'moderate violence']",CBS,154,42.48051948051948
0,LUTHER,5,2010,-1.0,Adults,['DRAMA'],"['drug use', 'foul language', 'sexual content', 'violence']",BBC1,20,53.5
0,THE TERROR,2,2018,-1.0,Young Adults,"['DRAMA', 'HISTORICAL']","['moderate foul language', 'moderate drug use', 'nudity', 'strong violence']",AMC STUDIOS INTERNATIONAL B.V,20,45.75
0,FARGO,4,2014,-1.0,Teens,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",MGM,41,53.073170731707314
0,AMERICAN WOMAN,1,2018,-1.0,Young Adults,"['DRAMA', 'COMEDY']","['foul language', 'drug use', 'sexual content', 'violence']",WARNER BROS.,11,21.454545454545453
0,TAKE US HOME: LEEDS UNITED,2,2019,8.1,Young Adults,['DOCUMENTARY'],"['drug use', 'foul language', 'violence']",THE CITY TALKING,8,44.75
0,JEAN CLAUDE VAN JOHNSON,1,2017,7.6,Adults,['COMEDY'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,6,30.666666666666668
0,BATES MOTEL,5,2013,-1.0,Young Adults,"['SUSPENSE', 'HORROR', 'DRAMA']","['foul language', 'drug use', 'sexual content', 'violence']",NBCUNIVERSAL,50,43.3
0,THE HANDMAID'S TALE (SERIES),3,2017,8.4,Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",MGM,36,51.69444444444444
0,CHERNOBYL: AFTERMATH,1,2016,-1.0,Young Adults,[],"['foul language', 'drug use', 'sexual content', 'violence']",VALERY TSARKOV,4,47.75
0,YES MINISTER: SPECIALS,4,1980,-1.0,Teens,['COMEDY'],NA,BBC2,22,30.545454545454547
0,SNEAKY PETE,3,2017,8.1,Adults,['DRAMA'],"['moderate drug use', 'strong foul language', 'moderate sexuality', 'nudity', 'moderate violence']",AMAZON STUDIOS,30,49.63333333333333
0,GOLIATH,3,2016,8.2,Adults,['DRAMA'],"['strong foul language', 'moderate drug use', 'strong sexuality', 'nudity', 'moderate violence']",AMAZON STUDIOS,24,52.708333333333336
0,HAPPY MARRIAGE!?,1,2018,-1.0,Teens,"['INTERNATIONAL', 'DRAMA', 'ROMANCE']","['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,12,36.166666666666664
0,CITIZEN KHAN,5,2012,-1.0,Older Kids,['COMEDY'],"['foul language', 'sexual content']",BBC1,34,28.147058823529413
0,MALGUDI DAYS SWAMI & FRIENDS 1,4,1987,-1.0,Older Kids,['INTERNATIONAL'],"['foul language', 'drug use', 'mild nudity', 'violence']",ULTRA MEDIA & ENTERTAINMENT PVT. LTD.,54,22.40740740740741
0,"ROSWELL, NEW MEXICO",2,2019,-1.0,Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'violence']",WB,26,42.0
0,GOING VIRAL PVT. LTD.,1,2017,-1.0,Young Adults,"['INTERNATIONAL', 'COMEDY']","['foul language', 'drug use', 'sexual content', 'violence']",OML,8,26.75
0,NORTH POLE ICE AIRPORT,1,2012,-1.0,Young Adults,[],NA,DARLOW SMITHSON PRODUCTIONS,3,45.0
0,DORORO,1,2019,-1.0,Adults,['ANIME'],"['moderate foul language', 'drug use', 'sexual content', 'moderate violence']",TWINENGINE,24,24.0
0,WHISKEY CAVALIER,1,2019,-1.0,Young Adults,"['ACTION', 'COMEDY', 'DRAMA']","['drug use', 'foul language', 'sexual content', 'violence']",WB,13,42.92307692307692
0,BEST OF AIB,1,2014,8.2,Young Adults,"['INTERNATIONAL', 'COMEDY']",NA,OML,7,8.285714285714286
0,HIGHWAY ON MY PLATE,1,2013,-1.0,Adults,[],NA,GOODTIMES,13,20.692307692307693
0,PRETTY LITTLE LIARS: THE PERFECTIONISTS,1,2019,-1.0,Young Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'violence']",WB,10,42.1
0,BLUE BLOODS,11,2011,7.6,Young Adults,['DRAMA'],"['strong foul language', 'mild sexuality', 'moderate violence']",CBS,222,42.166666666666664
0,THELLA RAJU (TELUGU),1,2018,-1.0,Young Adults,"['INTERNATIONAL', 'ACTION']","['foul language', 'drug use', 'violence']",DREAM WARRIOR,10,23.8
0,FOREVER,1,2018,7.2,Young Adults,"['COMEDY', 'ROMANCE']","['strong foul language', 'moderate drug use', 'sexual content', 'violence']",AMAZON STUDIOS,8,29.75
0,MAD MEN,7,2007,8.6,Adults,['DRAMA'],"['drug use', 'foul language', 'sexual content', 'nudity', 'violence']","LIONSGATE ENTERTAINMENT, INC.",92,47.91304347826087
0,"YES, PRIME MINISTER",2,1986,-1.0,Teens,"['INTERNATIONAL', 'COMEDY']",NA,BBC2,16,29.5
0,YOU ARE WANTED,2,2017,-1.0,Teens,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,12,49.0
0,THE DETOUR,4,2016,7.7,Adults,"['WESTERN', 'ACTION', 'DRAMA']",NA,WB,42,21.523809523809526
0,PREACHER,4,2016,8.0,Adults,"['ACTION', 'SCIENCE FICTION', 'DRAMA', 'SUSPENSE']","['drug use', 'foul language', 'violence']",AMC STUDIOS,43,44.76744186046512
0,DYNASTIES,1,2018,-1.0,Teens,['DOCUMENTARY'],NA,BBC1,5,58.0
0,INSIDE THE HUMAN BODY,1,2011,-1.0,Young Adults,['DOCUMENTARY'],['violence'],BBC1,4,49.5
0,HIDDEN INDIA,1,2015,-1.0,Teens,['DOCUMENTARY'],['violence'],BBC2,3,49.333333333333336
0,GRIMM,6,2012,-1.0,Young Adults,"['ADVENTURE', 'DRAMA', 'ACTION']","['foul language', 'drug use', 'sexual content', 'violence']",NBCUNIVERSAL,123,42.97560975609756
0,MARVEL'S RUNAWAYS,3,2018,-1.0,Young Adults,"['SCIENCE FICTION', 'YOUNG ADULT AUDIENCE', 'DRAMA']","['moderate drug use', 'strong foul language', 'moderate sexuality', 'violence']",MARVEL TELEVISION,33,48.27272727272727
0,THE LOOMING TOWER,1,2018,-1.0,Adults,"['SUSPENSE', 'DRAMA']",NA,HULU,10,49.2
0,HEROES,4,2007,-1.0,Young Adults,"['SCIENCE FICTION', 'DRAMA']","['foul language', 'drug use', 'sexual content', 'violence']",NBC UNIVERSAL,78,43.15384615384615
0,THIS GIANT BEAST THAT IS THE GLOBAL ECONOMY,1,2019,7.8,Adults,[],"['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,8,42.375
0,MIRACLES OF NATURE,2,2011,-1.0,Teens,[],NA,NA,26,26.0
0,LOCKOUT,1,2016,-1.0,Young Adults,[],NA,BENIAMINO CATENA,8,89.25
0,SHAKTIMAAN,5,1998,-1.0,Teens,['INTERNATIONAL'],"['moderate drug use', 'moderate foul language', 'mild violence']",ULTRA MEDIA & ENTERTAINMENT PVT. LTD.,100,41.69
0,PARENTHOOD,6,2010,-1.0,Young Adults,"['DRAMA', 'COMEDY']","['drug use', 'foul language', 'sexual content', 'violence']",NBCUNIVERSAL,103,43.029126213592235
0,RAY DONOVAN,6,2013,8.3,Adults,['DRAMA'],NA,SHOWTIME,72,53.236111111111114
0,THE GOOD FIGHT,3,2017,8.3,Adults,['DRAMA'],NA,CBS,33,51.06060606060606
0,THE REMIX,1,2018,7.0,Teens,"['UNSCRIPTED', 'INTERNATIONAL']","['foul language', 'sexual content']",AMAZON STUDIOS,11,53.90909090909091
0,LE MANS,1,2017,7.4,Young Adults,"['DOCUMENTARY', 'SPORTS']","['foul language', 'violence']",AMAZON STUDIOS,6,25.166666666666668
0,TYOHAAR KI THAALI,2,2018,-1.0,Older Kids,[],NA,IN10 MEDIA PRIVATE LTD.,51,24.254901960784313
0,MAFIA UNDERCOVER,2,2016,-1.0,Young Adults,[],"['foul language', 'drug use', 'sexual content', 'violence']",TAODUE FILM,8,98.5
0,RED OAKS,3,2015,7.9,Adults,['COMEDY'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,26,26.23076923076923
0,LOL: AUSTRALIA,1,2020,6.1,Adults,"['SPECIAL INTEREST', 'UNSCRIPTED', 'COMEDY', 'INTERNATIONAL']","['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",NA,6,28.166666666666668
0,JIMMY O. YANG: GOOD DEAL,1,2020,7.1,Adults,"['ARTS, ENTERTAINMENT, AND CULTURE']",['foul language'],AMAZON STUDIOS,2,43.5
0,VELLA RAJA (HINDI),1,2018,-1.0,Adults,"['ACTION', 'INTERNATIONAL']","['foul language', 'drug use', 'violence']",DREAM WARRIOR,10,23.8
0,Z: THE BEGINNING OF EVERYTHING,1,2017,7.1,Adults,['DRAMA'],"['drug use', 'foul language', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,10,27.3
0,RAMY,2,2019,8.1,Young Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'violence']","LIONSGATE ENTERTAINMENT, INC.",20,28.2
0,SPLITTING UP TOGETHER,2,2018,-1.0,Teens,['COMEDY'],NA,WB,26,21.615384615384617
0,THE ROMANOFFS,1,2018,7.0,Young Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,8,79.875
0,HOUSE OF LIES,5,2012,7.4,Adults,"['COMEDY', 'DRAMA']",NA,NA,58,28.155172413793103
0,CASUAL,4,2015,-1.0,Adults,['COMEDY'],"['foul language', 'drug use', 'sexual content', 'violence']","LIONSGATE ENTERTAINMENT, INC.",44,29.045454545454547
0,PRIME REWIND: INSIDE THE BOYS,1,2020,8.7,Adults,['TALK SHOW AND VARIETY'],"['violence', 'sexual content', 'drug use', 'foul language', 'nudity']",AMAZON STUDIOS,10,27.2
0,"MIDNIGHT, TEXAS",2,2017,-1.0,Adults,['DRAMA'],NA,NBCUNIVERSAL,19,42.8421052631579
0,EXPERIMENTS,1,2019,-1.0,Young Adults,[],NA,NA,12,26.083333333333332
0,BANANA FISH,1,2018,-1.0,Young Adults,['ANIME'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",TWINENGINE,24,23.333333333333332
0,BLADE OF THE IMMORTAL,1,2020,-1.0,Adults,['ANIME'],"['moderate foul language', 'moderate drug use', 'moderate sexuality', 'mild nudity', 'strong violence']","""BLADE OF THE IMMORTAL"" PRODUCTION COMMITTEE",24,24.0
0,MOZART IN THE JUNGLE,4,2014,8.2,Adults,"['DRAMA', 'COMEDY']","['drug use', 'foul language', 'sexual content', 'violence']",AMAZON STUDIOS,40,27.775
0,TRIAL & ERROR,2,2017,8.0,Teens,['COMEDY'],"['foul language', 'drug use', 'sexual content', 'violence']",WARNER BROS.,21,23.857142857142858
0,MAKING THE CUT,1,2020,-1.0,Teens,"['UNSCRIPTED', 'SPECIAL INTEREST']","['drug use', 'foul language', 'sexual content', 'violence']",AMAZON STUDIOS,10,57.6
0,PHILIP K. DICK'S ELECTRIC DREAMS,1,2018,7.3,Young Adults,['SCIENCE FICTION'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,10,49.7
0,TED BUNDY: FALLING FOR A KILLER,1,2020,7.9,Young Adults,['DOCUMENTARY'],"['foul language', 'violence']",AMAZON STUDIOS,5,46.2
0,GRAND PRIX DRIVER,1,2018,-1.0,Kids,['SPORTS'],"['sexual content', 'violence']",AMAZON STUDIOS,4,28.0
0,THE HUNT,1,2015,-1.0,Young Adults,['DOCUMENTARY'],NA,BBC1,7,57.0
0,EL PRESIDENTE,1,2020,7.2,Adults,"['DRAMA', 'ACTION', 'INTERNATIONAL', 'SPORTS']","['drug use', 'foul language', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,8,56.375
0,THE LOST WORLD,3,2000,-1.0,Teens,[],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",MULTICOM ENTERTAINMENT GROUP (MEG),66,43.666666666666664
0,CLASSIC POPEYE,2,1960,-1.0,Teens,['ANIMATION'],"['moderate drug use', 'moderate violence']",FILMRISE,55,23.01818181818182
0,TRANSPARENT,5,2014,7.8,Adults,"['DRAMA', 'COMEDY', 'LGBTQ']","['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,42,29.714285714285715
0,FROZEN PLANET,1,2011,-1.0,Young Adults,['DOCUMENTARY'],NA,BBC1,6,58.166666666666664
0,SNEAKY PETE,3,2017,8.1,Adults,['DRAMA'],"['moderate drug use', 'strong foul language', 'moderate sexuality', 'nudity', 'moderate violence']",AMAZON STUDIOS,30,49.63333333333333
0,MAD MEN,7,2007,8.6,Adults,['DRAMA'],"['drug use', 'foul language', 'sexual content', 'nudity', 'violence']","LIONSGATE ENTERTAINMENT, INC.",92,47.91304347826087
0,EL CORAZÓN DE SERGIO RAMOS,1,2019,5.2,Young Adults,"['UNSCRIPTED', 'SPORTS']","['strong foul language', 'moderate drug use', 'mild nudity', 'mild violence']",AMAZON STUDIOS,8,24.375
0,SPLITTING UP TOGETHER,2,2018,-1.0,Teens,['COMEDY'],NA,WB,26,21.615384615384617
0,NOS4A2,1,2019,-1.0,Adults,['FANTASY'],NA,AMC STUDIOS INTERNATIONAL B.V,10,45.9
0,WORLD CLASS,1,2011,-1.0,Teens,['DOCUMENTARY'],NA,BIGMEDIA,26,23.0
0,PARENTHOOD,6,2010,-1.0,Young Adults,"['COMEDY', 'DRAMA']","['drug use', 'foul language', 'sexual content', 'violence']",NBCUNIVERSAL,103,43.029126213592235
0,FERNANDO,1,2020,7.6,Teens,['DOCUMENTARY'],"['foul language', 'violence']",MEDIAPRO,5,48.6
0,BEST OF THE BEST,2,2013,-1.0,Teens,[],"['foul language', 'mild sexuality']",NA,26,22.73076923076923
